iata_code,ident,gps_code,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,type
GTR,KGTR,KGTR,Golden Triangle Regional Airport,33.450298309299995,-88.5914001465,264,NA,US,US-MS,Columbus/W Point/Starkville,medium_airport
GTS,YGDW,YGDW,Granite Downs Airport,-26.948299407958984,133.60699462890625,337,OC,AU,AU-SA,,small_airport
GTT,YGTN,YGTN,Georgetown Airport,-18.30500030517578,143.52999877929688,995,OC,AU,AU-QLD,,small_airport
GTY,KW05,W05,Gettysburg Regional Airport,39.84090042,-77.27420044,590,NA,US,US-PA,Gettysburg,small_airport
GTZ,GTZ,HTGR,Kirawira B Aerodrome,-2.160833,34.225556,3970,AF,TZ,TZ-13,Grumeti Game Reserve,small_airport
GUA,MGGT,MGGT,La Aurora Airport,14.5833,-90.527496,4952,NA,GT,GT-GU,Guatemala City,large_airport
GUB,MMGR,MMGR,Guerrero Negro Airport,28.0261,-114.024002,59,NA,MX,MX-BCN,Guerrero Negro,small_airport
GUC,KGUC,KGUC,Gunnison Crested Butte Regional Airport,38.53390121,-106.9329987,7680,NA,US,US-CO,Gunnison,small_airport
GUD,GAGM,GAGM,Goundam Airport,16.361400604248047,-3.599720001220703,866,AF,ML,ML-6,Goundam,small_airport
GUE,GUE,,Guriaso (Keraso) Airport,-3.583167,141.5895,400,OC,PG,PG-SAN,Guriaso,small_airport
GUF,KJKA,KJKA,Jack Edwards Airport,30.29050064,-87.67179871,17,NA,US,US-AL,Gulf Shores,small_airport
GUG,AYGF,AYGF,Guari Airport,-8.1286,146.8722,6450,OC,PG,PG-CPM,Guari,small_airport
GUH,YGDH,YGDH,Gunnedah Airport,-30.96109962463379,150.25100708007812,863,OC,AU,AU-NSW,,medium_airport
GUI,SVGI,SVGI,Guiria Airport,10.574077606200001,-62.3126678467,42,SA,VE,VE-R,,medium_airport
GUJ,SBGW,SBGW,Guaratingueta Airport,-22.79159927368164,-45.20479965209961,1761,SA,BR,BR-SP,Guaratingueta,medium_airport
GUL,YGLB,YGLB,Goulburn Airport,-34.810298919677734,149.7259979248047,2141,OC,AU,AU-NSW,,medium_airport
GUM,PGUM,PGUM,Antonio B. Won Pat International Airport,13.4834003448,144.796005249,298,OC,GU,GU-U-A,Hagatna Guam International Airport,large_airport
GUO,MHJI,MHJI,Jicalapa Airport,15.006111,-86.049164,2133,NA,HN,HN-OL,Jicalapa,small_airport
GUP,KGUP,KGUP,Gallup Municipal Airport,35.511100769,-108.789001465,6472,NA,US,US-NM,Gallup,medium_airport
GUQ,SVGU,SVGU,Guanare Airport,9.026944160461426,-69.7551498413086,606,SA,VE,VE-P,Guanare,medium_airport
GUR,AYGN,AYGN,Gurney Airport,-10.3114995956,150.333999634,88,OC,PG,PG-MBA,Gurney,medium_airport
GUS,KGUS,KGUS,Grissom Air Reserve Base,40.648101806599996,-86.1520996094,812,NA,US,US-IN,Peru,large_airport
GUU,BIGF,BIGF,Grundarfjorour Airport,64.99140167236328,-23.224700927734375,17,EU,IS,IS-3,Grundarfjorour,small_airport
GUV,AYML,AYML,Mougulu Airport,-6.280859,142.420775,825,OC,PG,PG-WPD,Mougulu,small_airport
GUW,UATG,UATG,Atyrau Airport,47.12189865112305,51.8213996887207,-72,AS,KZ,KZ-ATY,Atyrau,medium_airport
GUX,VAGN,VAGN,Guna Airport,24.654699,77.347298,1600,AS,IN,IN-MP,,small_airport
GUY,KGUY,KGUY,Guymon Municipal Airport,36.6851005554,-101.508003235,3123,NA,US,US-OK,Guymon,medium_airport
GUZ,SNGA,SNGA,Guarapari Airport,-20.646499633800005,-40.491901397700005,28,SA,BR,BR-ES,Guarapari,small_airport
GVA,LSGG,LSGG,Geneva Cointrin International Airport,46.23809814453125,6.108950138092041,1411,EU,CH,CH-GE,Geneva,large_airport
GVE,GVE,KGVE,Gordonsville Municipal Airport,38.15599823,-78.165802002,454,NA,US,US-VA,Gordonsville,small_airport
GVI,PG-GVI,AYGV,Green River Airport,-3.9022428989400004,141.170516968,281,OC,PG,PG-SAN,Green River,small_airport
GVL,KGVL,KGVL,Lee Gilmer Memorial Airport,34.27259827,-83.8302002,1276,NA,US,US-GA,Gainesville,small_airport
GVN,UHKM,UHKM,Maygatka Airport.,48.926998138399995,140.033996582,768,AS,RU,RU-KHA,Sovetskaya Gavan,medium_airport
GVP,YGNV,YGNV,Greenvale Airport,-18.9966,145.0136,,OC,AU,AU-QLD,,small_airport
GVR,SBGV,SBGV,Coronel Altino Machado de Oliveira Airport,-18.89520072937,-41.982200622559,561,SA,BR,BR-MG,Governador Valadares,small_airport
GVT,KGVT,KGVT,Majors Airport,33.0677986145,-96.0652999878,535,NA,US,US-TX,Greenville,small_airport
GVX,ESSK,ESSK,Gavle Sandviken Airport,60.593299865722656,16.951400756835938,224,EU,SE,SE-X,Gavle / Sandviken,medium_airport
GWA,VYGW,VYGW,Gwa Airport,17.600000381469727,94.58329772949219,10,AS,MM,MM-16,Gwa,small_airport
GWD,OPGD,OPGD,Gwadar International Airport,25.233299255371094,62.329498291015625,36,AS,PK,PK-BA,Gwadar,medium_airport
GWE,FVTL,FVTL,Thornhill Air Base,-19.436399459838867,29.861900329589844,4680,AF,ZW,ZW-MI,Gweru,medium_airport
GWL,VIGR,VIGR,Gwalior Airport,26.29330062866211,78.22779846191406,617,AS,IN,IN-MP,Gwalior,medium_airport
GWO,KGWO,KGWO,Greenwood Leflore Airport,33.4943008423,-90.0847015381,162,NA,US,US-MS,Greenwood,medium_airport
GWS,KGWS,KGWS,Glenwood Springs Municipal Airport,39.5083007812,-107.310997009,5916,NA,US,US-CO,Glenwood Springs,small_airport
GWT,EDXW,EDXW,Westerland Sylt Airport,54.9132003784,8.34047031403,51,EU,DE,DE-SH,Westerland,medium_airport
GWV,WV66,WV66,Glendale Fokker Field,39.948699951200005,-80.7594985962,648,NA,US,US-WV,Glendale,small_airport
GWY,EICM,EICM,Galway Airport,53.300201416015625,-8.941590309143066,81,EU,IE,IE-G,Galway,medium_airport
GXF,OYSY,OYSY,Sayun International Airport,15.9660997391,48.78829956049999,2097,AS,YE,YE-HD,Sayun,medium_airport
GXG,FNNG,FNNG,Negage Airport,-7.754509925842285,15.287699699401855,4105,AF,AO,AO-UIG,Negage,medium_airport
GXH,ZLXH,ZLXH,Gannan Xiahe Airport,34.8105,102.6447,10510,AS,CN,CN-62,Xiahe,medium_airport
GXQ,SCCY,SCCY,Teniente Vidal Airport,-45.594200134277344,-72.1061019897461,1020,SA,CL,CL-AI,Coyhaique,medium_airport
GXX,FKKJ,FKKJ,Yagoua Airport,10.356100082397461,15.237199783325195,,AF,CM,CM-EN,Yagoua,small_airport
GXY,KGXY,KGXY,Greeley Weld County Airport,40.4374008179,-104.633003235,4697,NA,US,US-CO,Greeley,small_airport
GYA,SLGY,SLGY,Capitan de Av. Emilio Beltran Airport,-10.820599556,-65.3455963135,557,SA,BO,BO-B,Guayaramerin,small_airport
GYD,UBBB,UBBB,Heydar Aliyev International Airport,40.467498779296875,50.04669952392578,10,AS,AZ,AZ-BA,Baku,large_airport
GYE,SEGU,SEGU,Jose Joaquin de Olmedo International Airport,-2.1574199199699997,-79.88359832760001,19,SA,EC,EC-G,Guayaquil,medium_airport
GYG,UEMM,UEMM,Magan Airport,62.103484,129.545288,577,EU,RU,RU-SA,Magan,medium_airport
GYI,HRYG,HRYG,Gisenyi Airport,-1.6771999597549438,29.258899688720703,5082,AF,RW,RW-04,Gisenyi,medium_airport
GYL,YARG,YARG,Argyle Airport,-16.6369,128.451004,522,OC,AU,AU-WA,,small_airport
GYM,MMGM,MMGM,General Jose Maria Yanez International Airport,27.9689998626709,-110.92500305175781,59,NA,MX,MX-SON,Guaymas,medium_airport
GYN,SBGO,SBGO,Santa Genoveva Airport,-16.631999969482422,-49.220699310302734,2450,SA,BR,BR-GO,Goiânia,medium_airport
GYP,YGYM,YGYM,Gympie Airport,-26.282800674438477,152.70199584960938,260,OC,AU,AU-QLD,,small_airport
GYR,KGYR,KGYR,Phoenix Goodyear Airport,33.4225006104,-112.375999451,968,NA,US,US-AZ,Goodyear,small_airport
GYS,ZUGU,ZUGU,Guangyuan Airport,32.3911018371582,105.7020034790039,,AS,CN,CN-51,Guangyuan,medium_airport
GYU,ZLGY,ZLGY,Guyuan Liupanshan Airport,36.0788888889,106.216944444,5696,AS,CN,CN-64,Guyuan,medium_airport
GYY,KGYY,KGYY,Gary Chicago International Airport,41.61629867553711,-87.41280364990234,591,NA,US,US-IN,Gary,medium_airport
GZG,ZUGZ,ZUGZ,Garze Gesar Airport,31.7575,99.554167,,AS,CN,CN-51,Garze County,small_airport
GZI,OAGN,OAGN,Ghazni Airport,33.5312004089,68.412902832,7150,AS,AF,AF-GHA,Ghazni,small_airport
GZO,AGGN,AGGN,Nusatupe Airport,-8.09778022766,156.863998413,13,OC,SB,SB-WE,Gizo,small_airport
GZP,LTGP,LTFG,GazipaÅŸa Airport,36.299217,32.300598,86,AS,TR,TR-07,GazipaÅŸa,medium_airport
GZT,LTAJ,LTAJ,Gaziantep International Airport,36.9472007751,37.4786987305,2315,AS,TR,TR-27,Gaziantep,large_airport
GZW,OIIK,OIIK,Qazvin Airport,36.240101,50.0471,4184,AS,IR,IR-28,Qazvin,medium_airport
HAA,ENHK,ENHK,Hasvik Airport,70.486701965332,22.139699935913,21,EU,NO,NO-20,Hasvik,small_airport
HAB,KHAB,KHAB,Marion County Rankin Fite Airport,34.11759949,-87.99819946,436,NA,US,US-AL,Hamilton,small_airport
HAC,RJTH,RJTH,Hachijojima Airport,33.1150016785,139.785995483,303,AS,JP,JP-13,Hachijojima,medium_airport
HAD,ESMT,ESMT,Halmstad Airport,56.69110107421875,12.820199966430664,101,EU,SE,SE-N,Halmstad,medium_airport
HAF,KHAF,KHAF,Half Moon Bay Airport,37.513401031499995,-122.500999451,66,NA,US,US-CA,Half Moon Bay,small_airport
HAH,FMCH,FMCH,Prince Said Ibrahim International Airport,-11.5337,43.2719,93,AF,KM,KM-G,Moroni,medium_airport
HAI,KHAI,KHAI,Three Rivers Municipal Dr Haines Airport,41.9598007202,-85.59339904790001,824,NA,US,US-MI,Three Rivers,small_airport
HAJ,EDDV,EDDV,Hannover Airport,52.461101532,9.685079574580001,183,EU,DE,DE-NI,Hannover,large_airport
HAK,ZJHK,ZJHK,Haikou Meilan International Airport,19.934900283813477,110.45899963378906,75,AS,CN,CN-46,Haikou,large_airport
HAL,FYHI,FYHI,Halali Airport,-19.0285,16.4585,3639,AF,NA,NA-OT,Halali,small_airport
HAM,EDDH,EDDH,Hamburg Airport,53.630401611328,9.9882297515869,53,EU,DE,DE-HH,Hamburg,large_airport
HAN,VVNB,VVNB,Noi Bai International Airport,21.221200942993164,105.80699920654297,39,AS,VN,VN-15,Hanoi,large_airport
HAO,KHAO,KHAO,Butler Co Regional Airport - Hogan Field,39.363800048799995,-84.5220031738,633,NA,US,US-OH,Hamilton,small_airport
HAQ,VRMH,VRMH,Hanimaadhoo Airport,6.744229793548584,73.17050170898438,4,AS,MV,MV-23,Haa Dhaalu Atoll,medium_airport
HAR,KCXY,KCXY,Capital City Airport,40.2170982361,-76.85150146480001,347,NA,US,US-PA,Harrisburg,small_airport
HAS,OEHL,OEHL,Ha'il Airport,27.437901,41.686298,3331,AS,SA,SA-06,Ha'il,medium_airport
HAT,YHTL,YHTL,Heathlands Airport,-11.7369003296,142.57699585,,OC,AU,AU-QLD,,small_airport
HAU,ENHD,ENHD,Haugesund Airport,59.34529876709,5.2083601951599,86,EU,NO,NO-11,Karmøy,medium_airport
HAV,MUHA,MUHA,Jose Marti International Airport,22.989200592041016,-82.40910339355469,210,NA,CU,CU-03,Havana,large_airport
HAW,EGFE,EGFE,Haverfordwest Airport,51.833099365234375,-4.9611101150512695,159,EU,GB,GB-WLS,Haverfordwest,medium_airport
HAY,HAY,HAY,Haycock Airport,65.20099639889999,-161.156997681,175,NA,US,US-AK,Haycock,small_airport
HAZ,HAZ,,Hatzfeldhaven Airport,-4.4033,145.2056,26,OC,PG,PG-MPM,Hatzfeldhaven,small_airport
HBA,YMHB,YMHB,Hobart International Airport,-42.836101532,147.509994507,13,OC,AU,AU-TAS,Hobart,medium_airport
HBB,NM83,NM83,Industrial Airpark,32.7668,-103.209,3707,NA,US,US-NM,Hobbs,small_airport
HBD,AYHB,AYHB,Habi Airport,-6.32,142.4893,993,OC,PG,PG-WPD,Habi,small_airport
HBE,HEBA,HEBA,Borg El Arab International Airport,30.917699813842773,29.696399688720703,177,AF,EG,EG-ALX,Alexandria,medium_airport
HBG,KHBG,KHBG,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151,NA,US,US-MS,Hattiesburg,medium_airport
HBK,KP14,P14,Holbrook Municipal Airport,34.940700531,-110.138000488,5262,NA,US,US-AZ,Holbrook,small_airport
HBQ,HBQ,,Haibei Qilian Airport,38.012,100.644,10377,AS,CN,CN-63,Qilian,medium_airport
HBR,KHBR,KHBR,Hobart Regional Airport,34.991317,-99.051313,1563,NA,US,US-OK,Hobart,medium_airport
HBU,ZMBS,ZMBS,Bulgan Sum Airport,46.100601,91.584198,3921,AS,MN,MN-043,Bulgan,small_airport
HBX,VAHB,VOHB,Hubli Airport,15.361700058,75.08489990230001,2171,AS,IN,IN-KA,Hubli,medium_airport
HCA,KBPG,KBPG,Big Spring Mc Mahon-Wrinkle Airport,32.212601,-101.522003,2573,NA,US,US-TX,Big Spring,small_airport
HCC,K1B1,1B1,Columbia County Airport,42.2913017273,-73.7102966309,198,NA,US,US-NY,Hudson,small_airport
HCJ,ZGHC,ZGHC,Hechi Jinchengjiang Airport,24.805,107.6997,2221,AS,CN,CN-45,Hechi,medium_airport
HCM,HCME,HCME,Eil Airport,8.104,49.82,879,AF,SO,SO-NU,Eyl,small_airport
HCN,RCKW,RCKW,Hengchun Airport,22.041099548339844,120.7300033569336,46,AS,TW,TW-PIF,Hengchung,medium_airport
HCQ,YHLC,YHLC,Halls Creek Airport,-18.23390007019043,127.66999816894531,1346,OC,AU,AU-WA,,medium_airport
HCR,PAHC,PAHC,Holy Cross Airport,62.18830108642578,-159.77499389648438,70,NA,US,US-AK,Holy Cross,medium_airport
HCW,KCQW,KCQW,Cheraw Municipal Airport/Lynch Bellinger Field,34.71289825,-79.95700073,239,NA,US,US-SC,Cheraw,small_airport
HDD,OPKD,OPKD,Hyderabad Airport,25.3181,68.366096,130,AS,PK,PK-SD,Hyderabad,small_airport
HDE,KHDE,KHDE,Brewster Field,40.452099,-99.336502,2313,NA,US,US-NE,Holdrege,small_airport
HDF,EDAH,EDAH,Heringsdorf Airport,53.8787002563,14.152299881,93,EU,DE,DE-MV,Heringsdorf,medium_airport
HDG,ZBHD,ZBHD,Handan Airport,36.5258333333,114.425555556,229,AS,CN,CN-42,Handan,medium_airport
HDH,PHDH,PHDH,Dillingham Airfield,21.5795001984,-158.197006226,14,NA,US,US-HI,Mokuleia,medium_airport
HDK,VRBK,VRBK,Kulhudhuffushi Airport,6.630762,73.067815,,AS,MV,MV-23,Kulhudhuffushi,small_airport
HDM,OIHH,OIHH,Hamadan Airport,34.86920166015625,48.5525016784668,5755,AS,IR,IR-24,Hamadan,medium_airport
HDN,KHDN,KHDN,Yampa Valley Airport,40.48120117,-107.2180023,6606,NA,US,US-CO,Hayden,small_airport
HDR,OIKP,OIKP,Havadarya Airport,27.158300399780273,56.17250061035156,19,AS,IR,IR-23,Havadarya,small_airport
HDS,FAHS,FAHS,Hoedspruit Air Force Base Airport,-24.368600845299998,31.0487003326,1743,AF,ZA,ZA-NP,Hoedspruit,small_airport
HDY,VTSS,VTSS,Hat Yai International Airport,6.93320989609,100.392997742,90,AS,TH,TH-90,Hat Yai,medium_airport
HEA,OAHR,OAHR,Herat Airport,34.209999084472656,62.22829818725586,3206,AS,AF,AF-HER,,medium_airport
HEB,MM-0002,VYHT,Hinthada Airport,17.633329391500002,95.4666976929,32,AS,MM,MM-07,Hinthada,small_airport
HED,AK33,AK33,Herendeen Bay Airport,55.801399231,-160.899002075,20,NA,US,US-AK,Herendeen Bay,small_airport
HEE,KHEE,KHEE,Thompson-Robbins Airport,34.576571,-90.67616,242,NA,US,US-AR,Helena/West Helena,small_airport
HEG,HSHG,HSHG,Heglig Airport,9.994933,29.397718,1325,AF,SD,SD-13,Heglig Oilfield,small_airport
HEH,VYHH,VYHH,Heho Airport,20.746999740600586,96.79199981689453,3858,AS,MM,MM-17,Heho,medium_airport
HEI,EDXB,EDXB,Heide-Busum Airport,54.153331756600004,8.90166664124,7,EU,DE,DE-SH,Busum,small_airport
HEK,ZYHE,ZYHE,Heihe Airport,50.1716209371,127.308883667,8530,AS,CN,CN-23,Heihe,medium_airport
HEL,EFHK,EFHK,Helsinki Vantaa Airport,60.317199707031,24.963300704956,179,EU,FI,FI-ES,Helsinki,large_airport
HEM,EFHF,EFHF,Helsinki Malmi Airport,60.254600524902344,25.042800903320312,57,EU,FI,FI-ES,Helsinki,medium_airport
HEO,HEO,AYHG,Haelogo Airport,-9.13658,147.598434,3217,OC,PG,PG-CPM,Haelogo,small_airport
HER,LGIR,LGIR,Heraklion International Nikos Kazantzakis Airport,35.3396987915,25.180299758900002,115,EU,GR,GR-91,Heraklion,large_airport
HES,KHRI,KHRI,Hermiston Municipal Airport,45.828223,-119.259024,644,NA,US,US-OR,Hermiston,small_airport
HET,ZBHH,ZBHH,Baita International Airport,40.851398,111.823997,3556,AS,CN,CN-15,Hohhot,large_airport
HEZ,KHEZ,KHEZ,Hardy-Anders Field / Natchez-Adams County Airport,31.613738,-91.297313,272,NA,US,US-MS,Natchez,small_airport
HFA,LLHA,LLHA,Haifa International Airport,32.80939865112305,35.04309844970703,28,AS,IL,IL-HA,Haifa,medium_airport
HFD,KHFD,KHFD,Hartford Brainard Airport,41.736698150635,-72.649398803711,18,NA,US,US-CT,Hartford,medium_airport
HFE,ZSOF,ZSOF,Hefei Luogang International Airport,31.780000686645508,117.2979965209961,108,AS,CN,CN-34,Hefei,medium_airport
HFF,KHFF,KHFF,Mackall Army Air Field,35.036288,-79.497755,376,NA,US,US-NC,Camp Mackall,small_airport
HFN,BIHN,BIHN,Hornafjorour Airport,64.295601,-15.2272,24,EU,IS,IS-8,Hofn,medium_airport
HFS,ESOH,ESOH,Hagfors Airport,60.02009963989258,13.578900337219238,474,EU,SE,SE-S,,medium_airport
HFT,ENHF,ENHF,Hammerfest Airport,70.679702758789,23.668600082397,266,EU,NO,NO-20,Hammerfest,medium_airport
HGA,HCMH,HCMH,Egal International Airport,9.513207,44.082389,4471,AF,SO,SO-WO,Hargeisa,large_airport
HGD,YHUG,YHUG,Hughenden Airport,-20.815000534057617,144.22500610351562,1043,OC,AU,AU-QLD,,small_airport
HGE,SVHG,SVHG,Higuerote Airport,10.462474,-66.092779,12,SA,VE,VE-M,Higuerote,small_airport
HGH,ZSHC,ZSHC,Hangzhou Xiaoshan International Airport,30.22949981689453,120.43399810791016,23,AS,CN,CN-33,Hangzhou,large_airport
HGI,HSFA,HSFA,Paloich Airport Heliport,10.529167,32.500556,1290,AF,SS,SS-23,Higleig,medium_airport
HGL,EDXH,EDXH,Helgoland-Dune Airport,54.185279846200004,7.91583299637,8,EU,DE,DE-SH,Helgoland,small_airport
HGN,VTCH,VTCH,Mae Hong Son Airport,19.301300048828125,97.97579956054688,929,AS,TH,TH-58,,medium_airport
HGO,DIKO,DIKO,Korhogo Airport,9.38718032837,-5.55666017532,1214,AF,CI,CI-03,Korhogo,medium_airport
HGR,KHGR,KHGR,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,703,NA,US,US-MD,Hagerstown,medium_airport
HGS,GFHA,GFHA,Hastings Airport,8.397130012512207,-13.12909984588623,60,AF,SL,SL-W,Freetown,small_airport
HGU,AYMH,AYMH,Mount Hagen Kagamuga Airport,-5.826789855957031,144.29600524902344,5388,OC,PG,PG-WHM,Mount Hagen,medium_airport
HGZ,2AK6,2AK6,Hog River Airport,66.2161026,-155.6690063,534,NA,US,US-AK,Hogatza,small_airport
HHE,RJSH,RJSH,Hachinohe Airport,40.556400299072266,141.46600341796875,152,AS,JP,JP-02,,medium_airport
HHH,KHXD,KHXD,Hilton Head Airport,32.2243995667,-80.6975021362,19,NA,US,US-SC,Hilton Head Island,small_airport
HHI,PHHI,PHHI,Wheeler Army Airfield,21.48349953,-158.0399933,837,NA,US,US-HI,Wahiawa,medium_airport
HHN,EDFH,EDFH,Frankfurt-Hahn Airport,49.9487,7.26389,1649,EU,DE,DE-RP,Frankfurt am Main,medium_airport
HHQ,VTPH,VTPH,Hua Hin Airport,12.6361999512,99.951499939,62,AS,TH,TH-76,Hua Hin,medium_airport
HHR,KHHR,KHHR,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66,NA,US,US-CA,Hawthorne,medium_airport
HHZ,NTGH,NTGH,Hikueru Atoll Airport,-17.544700622558594,-142.61399841308594,5,OC,PF,PF-U-A,Hikueru Atoll,small_airport
HIA,HIA,ZSSH,Lianshui Airport,33.7908333333,119.125,28,AS,CN,CN-32,Huai'an,medium_airport
HIB,KHIB,KHIB,Range Regional Airport,47.38660049,-92.83899689,1354,NA,US,US-MN,Hibbing,large_airport
HID,YHID,YHID,Horn Island Airport,-10.586400032,142.289993286,43,OC,AU,AU-QLD,Horn Island,medium_airport
HIE,KHIE,KHIE,Mount Washington Regional Airport,44.367637,-71.544502,1074,NA,US,US-NH,Whitefield,small_airport
HIF,KHIF,KHIF,Hill Air Force Base,41.12403,-111.973086,4789,NA,US,US-UT,Ogden,medium_airport
HIG,YHHY,YHHY,Highbury Airport,-16.4244003296,143.145996094,,OC,AU,AU-QLD,,small_airport
HII,KHII,KHII,Lake Havasu City Airport,34.571098,-114.358002,783,NA,US,US-AZ,Lake Havasu City,small_airport
HIJ,RJOA,RJOA,Hiroshima Airport,34.4361,132.919006,1088,AS,JP,JP-34,Hiroshima,medium_airport
HIK,PHIK,PHIK,Hickam Air Force Base,21.335278,-157.948333,13,NA,US,US-HI,Honolulu,small_airport
HIL,HIL,HASL,Shilavo Airport,6.08333015442,44.766700744599994,1296,AF,ET,ET-SO,Shilavo,small_airport
HIM,VCCH,VCCH,Hingurakgoda Air Force Base,8.04981,80.9814,170,AS,LK,LK-7,Polonnaruwa Town,medium_airport
HIN,RKPS,RKPS,Sacheon Air Base/Airport,35.088591,128.071747,25,AS,KR,KR-48,Sacheon,medium_airport
HIO,KHIO,KHIO,Portland Hillsboro Airport,45.540401,-122.949997,208,NA,US,US-OR,Portland,medium_airport
HIP,YHDY,YHDY,Headingly Airport,-21.33329963684082,138.2830047607422,,OC,AU,AU-QLD,,small_airport
HIR,AGGH,AGGH,Honiara International Airport,-9.4280004501343,160.05499267578,28,OC,SB,SB-CT,Honiara,medium_airport
HIT,AYHO,AYHO,Haivaro Airport,-6.9406,143.059,180,OC,PG,PG-GPK,Haivaro,small_airport
HJJ,ZGCJ,ZGCJ,Zhijiang Airport,27.4411111111,109.7,882,AS,CN,CN-43,Huaihua,medium_airport
HJR,VAKJ,VAKJ,Khajuraho Airport,24.817199707,79.91860198970001,728,AS,IN,IN-MP,Khajuraho,medium_airport
HJT,ZMHU,ZMHU,Khujirt Airport,46.9258003235,102.773002625,5522,AS,MN,MN-055,Khujirt,small_airport
HKA,KHKA,KHKA,Blytheville Municipal Airport,35.940399169900004,-89.83080291750001,255,NA,US,US-AR,Blytheville,small_airport
HKB,HKB,,Healy Lake Airport,63.9958,-144.6926,1180,NA,US,US-AK,Healy Lake,small_airport
HKD,RJCH,RJCH,Hakodate Airport,41.7700004578,140.822006226,151,AS,JP,JP-01,Hakodate,medium_airport
HKG,VHHH,VHHH,Hong Kong International Airport,22.308901,113.915001,28,AS,HK,HK-U-A,Hong Kong,large_airport
HKK,NZHK,NZHK,Hokitika Airfield,-42.713600158691406,170.98500061035156,146,OC,NZ,NZ-WTC,,medium_airport
HKN,AYHK,AYHK,Kimbe Airport,-5.462170124053955,150.40499877929688,66,OC,PG,PG-WBK,Hoskins,medium_airport
HKR,KE-6087,HKMF,Mara North Conservancy Airstrip,-1.14542,35.124922,5500,AF,KE,KE-700,Mara,small_airport
HKS,KHKS,KHKS,Hawkins Field,32.33449936,-90.22219849,341,NA,US,US-MS,Jackson,small_airport
HKT,VTSP,VTSP,Phuket International Airport,8.1132,98.316902,82,AS,TH,TH-83,Phuket,large_airport
HKV,BG-HKV,,Malevo Airport,41.871799469,25.6047992706,600,EU,BG,BG-26,Haskovo,small_airport
HKY,KHKY,KHKY,Hickory Regional Airport,35.74110031,-81.38950348,1190,NA,US,US-NC,Hickory,medium_airport
HLA,FALA,FALA,Lanseria Airport,-25.938499450699997,27.9260997772,4517,AF,ZA,ZA-GT,Johannesburg,medium_airport
HLB,KHLB,KHLB,Hillenbrand Industries Airport,39.344501495399996,-85.25830078119999,973,NA,US,US-IN,Batesville,small_airport
HLC,KHLC,KHLC,Hill City Municipal Airport,39.37879944,-99.83149719,2238,NA,US,US-KS,Hill City,small_airport
HLD,ZBLA,ZBLA,Hulunbuir Hailar Airport,49.205002,119.824997,2169,AS,CN,CN-15,Hailar,medium_airport
HLE,FHSH,FHSH,St. Helena Airport,-15.957725,-5.645943,1017,AF,SH,SH-SH,Jamestown,small_airport
HLF,ESSF,ESSF,Hultsfred Airport,57.525799,15.8233,366,EU,SE,SE-H,,small_airport
HLG,KHLG,KHLG,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,1195,NA,US,US-WV,Wheeling,medium_airport
HLH,ZBUL,ZBUL,Ulanhot Airport,46.195333,122.008333,,AS,CN,CN-15,Ulanhot,small_airport
HLI,CVH,KCVH,Hollister Municipal Airport,36.8932991028,-121.410003662,230,NA,US,US-CA,Hollister,small_airport
HLL,YHIL,YHIL,Hillside Airport,-21.7244,119.3922,935,OC,AU,AU-WA,Hillside,small_airport
HLM,KHLM,KHLM,Park Township Airport,42.7958984375,-86.1620025635,603,NA,US,US-MI,Holland,small_airport
HLN,KHLN,KHLN,Helena Regional Airport,46.6068000793457,-111.98300170898438,3877,NA,US,US-MT,Helena,medium_airport
HLO,BIID,BIID,Ingjaldssanour Airport,66.05000305175781,-23.69610023498535,70,EU,IS,IS-4,Onundarfjorour,small_airport
HLP,WIHH,WIHH,Halim Perdanakusuma International Airport,-6.266610145568848,106.89099884033203,84,AS,ID,ID-JK,Jakarta,medium_airport
HLR,KHLR,KHLR,Hood Army Air Field,31.138700485199998,-97.71450042720001,924,NA,US,US-TX,Fort Hood(Killeen),medium_airport
HLS,YSTH,YSTH,St Helens Airport,-41.336700439453125,148.28199768066406,48,OC,AU,AU-TAS,,small_airport
HLT,YHML,YHML,Hamilton Airport,-37.64889907836914,142.06500244140625,803,OC,AU,AU-VIC,,medium_airport
HLU,NWWH,NWWH,Nesson Airport,-21.256399154663086,165.61700439453125,10,OC,NC,NC-U-A,Houailou,small_airport
HLV,AU-HLV,,Helenvale Airport,-15.685799598693848,145.21499633789062,,OC,AU,AU-QLD,Helenvale,small_airport
HLW,FAHL,FAHL,Hluhluwe Airport,-28.0166049887,32.2751712799,249,AF,ZA,ZA-NL,Hluhluwe,small_airport
HLZ,NZHN,NZHN,Hamilton International Airport,-37.8666992188,175.332000732,172,OC,NZ,NZ-WKO,Hamilton,medium_airport
HMA,USHH,USHH,Khanty Mansiysk Airport,61.028499603271484,69.08609771728516,76,AS,RU,RU-KHM,Khanty-Mansiysk,medium_airport
HMB,HEMK,HESG,Sohag International Airport,26.342778,31.742778,310,AF,EG,EG-SHG,Sohag,medium_airport
HME,DAUH,DAUH,Oued Irara Airport,31.673000335699996,6.140439987180001,463,AF,DZ,DZ-30,Hassi Messaoud,medium_airport
